timestamp,open,high,low,close,volume
2025-09-03 18:36:31.531961,50501.714153011235,50571.53999516436,50174.62033889781,50501.714153011235,6734
2025-09-03 18:51:31.531961,50501.714153011235,52522.23992753502,51980.46419833713,52045.07669352294,6578
2025-09-03 19:06:31.531961,52045.07669352294,52869.646844788935,52036.699821328686,52340.7357102566,7420
2025-09-03 19:21:31.531961,52340.7357102566,52553.67080734043,50999.218200091316,51796.21430221727,7396
2025-09-03 19:36:31.531961,51796.21430221727,50295.73500008652,49507.947131103305,50014.509649516265,3747
2025-09-03 19:51:31.531961,50014.509649516265,50687.869636950956,49256.896181865166,50333.849625449635,3734
2025-09-03 20:06:31.531961,50333.849625449635,49579.126160108885,48840.74886146873,48852.695874955585,4556
2025-09-03 20:21:31.531961,48852.695874955585,49771.320041767176,49020.11183974508,49204.97395180953,6393
2025-09-03 20:36:31.531961,49204.97395180953,49079.82246689193,48477.68658869072,48619.18494802602,6486
2025-09-03 20:51:31.531961,48619.18494802602,48461.54080707417,47247.13518751838,48006.03893536218,1775
2025-09-03 21:06:31.531961,48006.03893536218,49396.3608072914,48698.65535083582,48800.58200078591,4843
2025-09-03 21:21:31.531961,48800.58200078591,46995.32683839882,46479.31875636902,46892.80120748828,8629
2025-09-03 21:36:31.531961,46892.80120748828,46678.65504450503,45595.589761531,45951.113719921756,5859
2025-09-03 21:51:31.531961,45951.113719921756,46147.5885217778,45133.14137932382,45461.1446574437,6276
2025-09-03 22:06:31.531961,45461.1446574437,46403.28978242556,45583.62225526927,45994.97014348634,6892
2025-09-03 22:21:31.531961,45994.97014348634,46792.89029683735,46415.30708899608,46694.091663354084,4099
2025-09-03 22:36:31.531961,46694.091663354084,47466.70741639457,46782.871162943775,47008.12197313392,3454
2025-09-03 22:51:31.531961,47008.12197313392,47406.033782051716,46260.524585834326,46838.27318892284,3731
2025-09-03 23:06:31.531961,46838.27318892284,47766.20178840634,47130.69842368041,47624.96453429725,4840
2025-09-03 23:21:31.531961,47624.96453429725,48001.598504712114,47184.574020190215,47557.52401738,7938
2025-09-03 23:36:31.531961,47557.52401738,45440.943589260525,45031.27539982307,45070.5079556385,9755
2025-09-03 23:51:31.531961,45070.5079556385,45609.42300832248,44545.30596743647,44805.48674307474,8574
2025-09-04 00:06:31.531961,44805.48674307474,46634.799051991184,44852.08480088586,45592.00682572161,6915
2025-09-04 00:21:31.531961,45592.00682572161,46771.94654199208,46195.31039905386,46347.678907764646,4627
2025-09-04 00:36:31.531961,46347.678907764646,47343.705895473526,46878.943687454535,47244.63746390067,6592
2025-09-04 00:51:31.531961,47244.63746390067,47238.73913220768,46755.70578650303,46909.41016681196,2306
2025-09-04 01:06:31.531961,46909.41016681196,48249.55877545127,46831.721585826985,48109.102964436344,4748
2025-09-04 01:21:31.531961,48109.102964436344,48977.46597051204,48003.13684319711,48446.36504150488,1663
2025-09-04 01:36:31.531961,48446.36504150488,48490.07164962475,47384.003283422935,48294.935548742025,6232
2025-09-04 01:51:31.531961,48294.935548742025,48475.894052224634,48455.12060439121,48468.38952667599,2291
2025-09-04 02:06:31.531961,48468.38952667599,49266.15472540836,47935.55579064292,48455.253813246585,1698
2025-09-04 02:21:31.531961,48455.253813246585,47526.78728648794,46328.18388492011,47498.17903353787,1854
2025-09-04 02:36:31.531961,47498.17903353787,48080.99963813525,47681.16582846115,47956.77784641922,2707
2025-09-04 02:51:31.531961,47956.77784641922,48491.81706369804,46634.73020380715,47557.29959389385,5931
2025-09-04 03:06:31.531961,47557.29959389385,47684.591433220645,47013.51277821166,47358.20145064282,9004
2025-09-04 03:21:31.531961,47358.20145064282,47433.883983686756,46125.29471244912,46776.57704119567,2930
2025-09-04 03:36:31.531961,46776.57704119567,47517.499514341886,47247.36327566838,47260.643262800135,3511
2025-09-04 03:51:31.531961,47260.643262800135,46179.840262493955,45901.5944442019,46133.86723402752,8098
2025-09-04 04:06:31.531961,46133.86723402752,47246.38038283079,46550.1525906556,46801.081315119605,2734
2025-09-04 04:21:31.531961,46801.081315119605,48088.67712800826,47394.61993523168,47832.13614679496,6759
2025-09-04 04:36:31.531961,47832.13614679496,49063.89829604345,48458.4268959819,49031.70939162031,6534
2025-09-04 04:51:31.531961,49031.70939162031,50071.00789575598,49615.551095561124,49893.01703926273,7287
2025-09-04 05:06:31.531961,49893.01703926273,50780.18462760662,49319.22894560813,50124.979588825736,6423
2025-09-04 05:21:31.531961,50124.979588825736,50346.697706890125,50062.7088046984,50315.087454591376,8158
2025-09-04 05:36:31.531961,50315.087454591376,49723.39231156809,48819.2285277084,49075.37329943984,7295
2025-09-04 05:51:31.531961,49075.37329943984,49826.322996503884,49259.83661358037,49371.773510832405,2648
2025-09-04 06:06:31.531961,49371.773510832405,50020.89133931784,48739.44339344222,49666.10084366273,1956
2025-09-04 06:21:31.531961,49666.10084366273,50510.02771220595,49663.13462798166,50141.73612640814,7944
2025-09-04 06:36:31.531961,50141.73612640814,48825.24946844847,48157.266408798925,48812.905843588356,2218
2025-09-04 06:51:31.531961,48812.905843588356,48496.09554766398,47188.30872425741,48100.67902868236,5555
2025-09-04 07:06:31.531961,48100.67902868236,50366.39520569369,50021.09517287257,50292.47801192939,4436
2025-09-04 07:21:31.531961,50292.47801192939,49234.69023545821,48775.944116809755,48790.447251772624,1225
2025-09-04 07:36:31.531961,48790.447251772624,50736.839345650864,49638.608529902725,50064.214723546276,8996
2025-09-04 07:51:31.531961,50064.214723546276,51868.955921297245,50448.32941821072,50464.06754510279,8679
2025-09-04 08:06:31.531961,50464.06754510279,50716.54536542816,50116.042632153716,50343.829446716125,1980
2025-09-04 08:21:31.531961,50343.829446716125,51442.83734396518,50715.29351312657,51131.257076585454,4394
2025-09-04 08:36:31.531961,51131.257076585454,51995.06083247086,51266.370250080974,51355.30784768532,2895
2025-09-04 08:51:31.531961,51355.30784768532,52350.22153618987,51036.999539931574,51756.20523157084,8806
2025-09-04 09:06:31.531961,51756.20523157084,52883.09268277256,52394.80522149434,52855.94541492138,8343
2025-09-04 09:21:31.531961,52855.94541492138,54961.13886706752,53735.81701279781,53988.329650428845,1537
2025-09-04 09:36:31.531961,53988.329650428845,54462.18391506491,54309.46212136915,54322.4624723013,8992
2025-09-04 09:51:31.531961,54322.4624723013,55929.237278779976,55001.575253593306,55275.18501727524,7655
2025-09-04 10:06:31.531961,55275.18501727524,54735.94106027075,53813.01749530073,54666.113394098924,1853
2025-09-04 10:21:31.531961,54666.113394098924,57377.95874243819,56599.8795992344,56858.60511477321,2148
2025-09-04 10:36:31.531961,56858.60511477321,57115.04376072083,56832.53562941955,57034.67769748933,4124
2025-09-04 10:51:31.531961,57034.67769748933,55559.97534860274,54812.49894543348,54895.52071620061,8027
2025-09-04 11:06:31.531961,54895.52071620061,57147.03212772987,56666.871507818745,56727.68044714514,6177
2025-09-04 11:21:31.531961,56727.68044714514,56615.334822984,55248.36585793973,56181.71363890823,2081
2025-09-04 11:36:31.531961,56181.71363890823,56523.8176462384,55878.5591948959,56057.581929287255,4672
2025-09-04 11:51:31.531961,56057.581929287255,56537.78074983402,55321.30452256815,55833.78155708229,4343
2025-09-04 12:06:31.531961,55833.78155708229,58355.14513927027,57259.206270156086,58223.06679811766,9130
2025-09-04 12:21:31.531961,58223.06679811766,58111.3938251861,56951.446826642685,57689.8303493703,8253
2025-09-04 12:36:31.531961,57689.8303493703,58658.57316800982,57668.131990745715,58207.67668271545,3479
2025-09-04 12:51:31.531961,58207.67668271545,58463.5595101224,57506.47738026835,58144.200796782345,8421
2025-09-04 13:06:31.531961,58144.200796782345,56556.00533836596,54968.609982687616,55830.106292891775,3849
2025-09-04 13:21:31.531961,55830.106292891775,57314.28792314741,56879.997417228,57313.24848365688,5611
2025-09-04 13:36:31.531961,57313.24848365688,58055.6934420013,57290.134205596034,57969.792799354305,7833
2025-09-04 13:51:31.531961,57969.792799354305,59197.76659971585,58471.999915496664,58591.692749213136,6052
2025-09-04 14:06:31.531961,58591.692749213136,59444.58359443798,59141.45328734367,59402.42425899281,4913
2025-09-04 14:21:31.531961,59402.42425899281,59676.02843951652,58764.868075553866,59279.46374926561,5107
2025-09-04 14:36:31.531961,59279.46374926561,59989.77695686105,59494.45320862413,59618.53264038529,1417
2025-09-04 14:51:31.531961,59618.53264038529,59053.433725123876,58023.335074920644,59036.65464735537,1825
2025-09-04 15:06:31.531961,59036.65464735537,61040.579839199585,59948.81774770625,60166.62931617767,8164
2025-09-04 15:21:31.531961,60166.62931617767,61376.78739074495,60531.16591917705,60872.16021948493,3504
2025-09-04 15:36:31.531961,60872.16021948493,64221.45590929919,62766.82183113353,63155.38229923048,6104
2025-09-04 15:51:31.531961,63155.38229923048,64071.1302849037,62905.6972699096,63645.21477129739,8357
2025-09-04 16:06:31.531961,63645.21477129739,61922.87102439183,60992.7970082777,61698.86121371954,3914
2025-09-04 16:21:31.531961,61698.86121371954,63582.98226296351,62750.43377967258,62763.616550295796,2365
2025-09-04 16:36:31.531961,62763.616550295796,62214.75340356005,61774.59560252225,62029.71799605283,1717
2025-09-04 16:51:31.531961,62029.71799605283,63383.3380275892,61975.923440408405,63256.695027266935,6486
2025-09-04 17:06:31.531961,63256.695027266935,66070.77201377769,64462.84976317405,64684.45149346671,8860
2025-09-04 17:21:31.531961,64684.45149346671,65467.99477501017,65007.72315966837,65013.45542609929,5729
2025-09-04 17:36:31.531961,65013.45542609929,66385.35605110554,65740.67028951323,66287.8748381152,7731
2025-09-04 17:51:31.531961,66287.8748381152,66453.98388035921,65541.67424453485,65868.42393667428,8056
2025-09-04 18:06:31.531961,65868.42393667428,65437.2953114128,64939.06879014565,65304.19052908669,2540
2025-09-04 18:21:31.531961,65304.19052908669,67501.34770148843,66397.83164138907,66450.33339476616,2365
2025-09-04 18:36:31.531961,66450.33339476616,65641.97376508558,65298.51009253926,65502.161267550284,5186
2025-09-04 18:51:31.531961,65502.161267550284,67975.43966595228,66651.09322529935,67441.49190067129,5268
2025-09-04 19:06:31.531961,67441.49190067129,67617.88805864537,67205.67758956441,67423.26497963963,4072
2025-09-04 19:21:31.531961,67423.26497963963,67046.77440853488,65809.48241043504,66314.51508400789,1504
2025-09-04 19:36:31.531961,66314.51508400789,64947.50470412205,64182.81324607217,64403.84804901444,1133
2025-09-04 19:51:31.531961,64403.84804901444,66232.69303729788,64610.40140126697,64999.81093035227,5175
2025-09-04 20:06:31.531961,64999.81093035227,65305.85282972431,65233.85011270461,65297.630290417124,7190
2025-09-04 20:21:31.531961,65297.630290417124,65227.65355620983,63677.886130937084,64294.64591190477,4486
2025-09-04 20:36:31.531961,64294.64591190477,66612.75266220674,66053.8081826408,66148.58803517293,8575
2025-09-04 20:51:31.531961,66148.58803517293,66310.21127343872,64848.18841141082,65360.61986133694,7819
2025-09-04 21:06:31.531961,65360.61986133694,62919.84723478147,62115.62610035151,62590.77310208843,5835
2025-09-04 21:21:31.531961,62590.77310208843,63986.19592272584,62557.71552386938,62785.29744670457,8891
2025-09-04 21:36:31.531961,62785.29744670457,61303.55817276343,60814.9496151379,60889.71533496327,5804
2025-09-04 21:51:31.531961,60889.71533496327,62500.422158464724,60556.26872944871,61686.02280135097,3871
2025-09-04 22:06:31.531961,61686.02280135097,62509.10491445325,61675.811374438745,61867.44150781033,3193
2025-09-04 22:21:31.531961,61867.44150781033,61461.33786758059,59608.063475871386,60426.1565157075,4925
2025-09-04 22:36:31.531961,60426.1565157075,61493.49242071775,60611.96546161644,60744.804077570356,6989
2025-09-04 22:51:31.531961,60744.804077570356,60262.54045153745,59676.56747813543,60162.41242780586,4636
2025-09-04 23:06:31.531961,60162.41242780586,60747.92788402457,58973.47900230942,59791.78344038066,5976
2025-09-04 23:21:31.531961,59791.78344038066,62540.26300686196,60275.98966657105,60438.122825447404,1770
2025-09-04 23:36:31.531961,60438.122825447404,61911.43025161729,60594.67913027824,61869.65679889303,8901
2025-09-04 23:51:31.531961,61869.65679889303,64312.86479530527,63188.31109900754,64047.89047431375,3814
2025-09-05 00:06:31.531961,64047.89047431375,66540.72770560501,65675.65618293501,65961.69930752636,7881
2025-09-05 00:21:31.531961,65961.69930752636,66210.15519229347,64364.44203359689,65516.710287630885,7941
2025-09-05 00:36:31.531961,65516.710287630885,64460.0806961593,64153.234058193884,64385.12933604718,8648
2025-09-05 00:51:31.531961,64385.12933604718,66928.78701352028,65715.81035753305,66604.6127084352,5854
2025-09-05 01:06:31.531961,66604.6127084352,69307.50470939376,69015.50272247703,69150.11743718058,4472
2025-09-05 01:21:31.531961,69150.11743718058,72331.89665687837,71080.93774149953,71120.44351131513,5164
2025-09-05 01:36:31.531961,71120.44351131513,71405.4312218365,70320.3036449172,71118.73784440637,2906
2025-09-05 01:51:31.531961,71118.73784440637,70578.2495475027,67672.20791526222,69075.9292487271,7238
2025-09-05 02:06:31.531961,69075.9292487271,71889.27351480546,70910.06402150812,71309.5585026195,9472
2025-09-05 02:21:31.531961,71309.5585026195,70059.70547698336,69347.06946322921,70015.82019293802,5188
2025-09-05 02:36:31.531961,70015.82019293802,70376.84149904313,69697.24172832302,70129.31309270552,6585
2025-09-05 02:51:31.531961,70129.31309270552,69960.65852823514,69006.8107099822,69394.74502564015,7981
2025-09-05 03:06:31.531961,69394.74502564015,69970.07539949717,68869.71809405637,69253.13760936173,8240
2025-09-05 03:21:31.531961,69253.13760936173,67629.0664574275,66992.44034464748,67600.9268724293,7493
2025-09-05 03:36:31.531961,67600.9268724293,67806.12068446161,66973.41154195255,67095.19400071642,6811
2025-09-05 03:51:31.531961,67095.19400071642,66423.1588775093,65250.3446260063,66061.61696828336,9717
2025-09-05 04:06:31.531961,66061.61696828336,64942.00951764037,63012.43368721516,64066.30369828564,5621
2025-09-05 04:21:31.531961,64066.30369828564,64306.261563254804,63453.31095471336,63753.61395781473,7506
2025-09-05 04:36:31.531961,63753.61395781473,62569.96929487344,61567.6005417602,62520.276646112,4086
2025-09-05 04:51:31.531961,62520.276646112,59629.19651633081,59164.002424461854,59454.598560884086,9905
2025-09-05 05:06:31.531961,59454.598560884086,61011.043651809225,60829.269359133665,60875.08756962817,5632
2025-09-05 05:21:31.531961,60875.08756962817,59946.38227670438,59271.1888191884,59815.85049327125,8561
2025-09-05 05:36:31.531961,59815.85049327125,60697.4828153126,59766.01851205657,59812.294271899955,8943
2025-09-05 05:51:31.531961,59812.294271899955,59657.69696069521,57620.35858795549,58787.96781929546,3472
